,name,multiverse_id,color_identity,text,flavor,power
239,Sengir Vampire,129724.0,['B'],"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.","Empires rise and fall, but evil is eternal.",4
241,Severed Legion,129693.0,['B'],Fear (This creature can't be blocked except by artifact creatures and/or black creatures.),No one in Aphetto answers a knock at the door after sundown.,2
244,Soul Feast,129739.0,['B'],Target player loses 4 life and you gain 4 life.,"""I smell the tang of a mortal's fresh blood. I hear it sliding wetly beneath its skin. My hunger cannot refuse the invitation.""
—Yuri, Sengir vampire",
245,Spineless Thug,129743.0,['B'],Spineless Thug can't block.,"What it lacks in backbone, it makes up for in cruelty.",2
246,Stronghold Discipline,135197.0,['B'],Each player loses 1 life for each creature they control.,"In Urborg, the instigators of each new rebellion are soaked in the blood of the last.",
248,Thrull Surgeon,136282.0,['B'],"{1}{B}, Sacrifice Thrull Surgeon: Look at target player's hand and choose a card from it. That player discards that card. Activate only as a sorcery.","""Just take a little off the top.""",1
249,Underworld Dreams,129779.0,['B'],"Whenever an opponent draws a card, Underworld Dreams deals 1 damage to that player.","""In the drowsy dark cave of the mind, dreams build their nest with fragments dropped from day's caravan.""
—Rabindranath Tagore",
250,Unholy Strength,129780.0,['B'],"Enchant creature
Enchanted creature gets +2/+1.",Such power grows the body as it shrinks the soul.,
254,Anaba Bodyguard,134753.0,['R'],First strike (This creature deals combat damage before creatures without first strike.),"""They who challenge a minotaur enjoy the taste of their own blood.""
—Mirri of the *Weatherlight*",2
257,Arcane Teachings,,['R'],"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Enchanted creature gets +2/+2 and has ""{T}: This creature deals 1 damage to any target.""",Not all knowledge is learned from parchment.,
258,Beacon of Destruction,135262.0,['R'],Beacon of Destruction deals 5 damage to any target. Shuffle Beacon of Destruction into its owner's library.,"The Great Furnace's blessing is a spectacular sight, but the best view comes at a high cost.",
260,Bloodfire Colossus,129709.0,['R'],"{R}, Sacrifice Bloodfire Colossus: It deals 6 damage to each creature and each player.",It took all its strength to contain the fire within.,6
261,Bloodrock Cyclops,130384.0,['R'],Bloodrock Cyclops attacks each combat if able.,"""There are only fifty words in the cyclops language, and ten of them mean 'kill.'""
—Ertai",3
262,Bogardan Firefiend,130534.0,['R'],"When Bogardan Firefiend dies, it deals 2 damage to target creature.","""The next one who tells me to relax and curl up by a fire is dead.""
—Mirri of the *Weatherlight*",2
264,Cryoclasm,129909.0,['R'],Destroy target Plains or Island. Cryoclasm deals 3 damage to that land's controller.,The people of Terisiare had come to live on frozen fields as though on solid ground. Nothing reminded them of the difference more clearly than the rifts brought on by the Thaw.,
265,Demolish,129522.0,['R'],Destroy target artifact or land.,"""Pound the steel until it fits. Doesn't work? Bash to bits.""
—Dwarven forging song",
266,Dragon Roost,143024.0,['R'],{5}{R}{R}: Create a 5/5 red Dragon creature token with flying. (It can't be blocked except by creatures with flying or reach.),Dragons erupt from peaks of chaos and flow from rivers of molten rage.,
268,Duct Crawler,129579.0,['R'],{1}{R}: Target creature can't block Duct Crawler this turn.,"""Boss told us to try and train 'em. Trained it to attack—it ate Flugg. Trained it to run fast—it got away. Success!""
—Dlig, goblin spelunker",1
269,Earth Elemental,129554.0,['R'],,"Earth elementals have the eternal strength of stone and the endurance of mountains. Primordially connected to the land they inhabit, they take a long-term view of things, scorning the impetuous haste of short-lived mortal creatures.",4
271,Firebreathing,,['R'],"Enchant creature
{R}: Enchanted creature gets +1/+0 until end of turn.","""Cradle your rage close to your heart and nurture your grudge with hatred that you may unleash upon your foes a dragon's fury.""
—Tomor, dragonspeaker shaman",
272,Fists of the Anvil,130379.0,['R'],Target creature gets +4/+0 until end of turn.,"Gron's mind reeled with possibilities, most of which are best left unmentioned.",
273,Flamewave Invoker,130378.0,['R'],{7}{R}: Flamewave Invoker deals 5 damage to target player or planeswalker.,Inside even the humblest goblin lurks the potential for far greater things—and far worse.,2
274,Flowstone Slide,130542.0,['R'],All creatures get +X/-X until end of turn.,"""Like an avalanche. With teeth. That will chase you. Uphill.""
—Flint Foot, viashino runner",
275,Furnace of Rath,129566.0,['R'],"If a source would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",The furnace awaits the next master who would stoke the fires of apocalypse.,
276,Furnace Whelp,130386.0,['R'],"Flying
{R}: Furnace Whelp gets +1/+0 until end of turn.","Baby dragons can't figure out humans—if they didn't want to be killed, why were they made of meat and treasure?",2
278,Goblin Elite Infantry,130380.0,['R'],"Whenever Goblin Elite Infantry blocks or becomes blocked, it gets -1/-1 until end of turn.",They talk a good fight.,2
279,Goblin King,129578.0,['R'],Other Goblins get +1/+1 and have mountainwalk.,"To be king, Numsgil did in Blog, who did in Unkful, who did in Viddle, who did in Loll, who did in Alrok. . . .",2
281,Goblin Lore,135221.0,['R'],"Draw four cards, then discard three cards at random.","""Now listen closely, my young gob. There are many ways to eat pimple bugs, but I say the best way is all smashed together between two slug chips.""",
282,Goblin Piker,129580.0,['R'],,"Once he'd worked out which end of the thing was sharp, he was promoted to guard duty.",2
283,Goblin Sky Raider,129582.0,['R'],Flying (This creature can't be blocked except by creatures with flying or reach.),"The goblin word for ""flying"" is more accurately translated as ""falling slowly.""",1
286,Hill Giant,129591.0,['R'],,"Fortunately, hill giants have large blind spots in which a human can easily hide. Unfortunately, these blind spots are beneath the bottoms of their feet.",3
287,Incinerate,134751.0,['R'],Incinerate deals 3 damage to any target. A creature dealt damage this way can't be regenerated this turn.,"""Yes, I think 'toast' is an appropriate description.""
—Jaya Ballard, task mage",
288,"Kamahl, Pit Fighter",106398.0,['R'],"Haste (This creature can attack and {T} as soon as it comes under your control.)
{T}: Kamahl, Pit Fighter deals 3 damage to any target.","In times when freedom seems lost, great souls arise to reclaim it.",6
290,Lava Axe,129620.0,['R'],Lava Axe deals 5 damage to target player or planeswalker.,"""Catch!""",
291,Lavaborn Muse,130373.0,['R'],"At the beginning of each opponent's upkeep, if that player has two or fewer cards in hand, Lavaborn Muse deals 3 damage to that player.","""Her voice is disaster, painful and final.""
—Matoc, lavamancer",3
292,Lightning Elemental,129624.0,['R'],Haste (This creature can attack and {T} as soon as it comes under your control.),"""A flash of the lightning, a break of the wave, He passes from life to his rest in the grave.""
—William Knox, ""Mortality""",4
294,Manabarbs,130367.0,['R'],"Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.","""I don't know why people say a double-edged sword is bad. It's a sword. With two edges.""
—Kamahl, pit fighter",
295,Mogg Fanatic,134748.0,['R'],Sacrifice Mogg Fanatic: It deals 1 damage to any target.,"""I got it! I got it! I—""",1
296,Orcish Artillery,129663.0,['R'],{T}: Orcish Artillery deals 2 damage to any target and 3 damage to you.,"""So they want to kill my men? Well two can play at that game.""
—General Khurzog",1
297,Prodigal Pyromancer,134752.0,['R'],{T}: Prodigal Pyromancer deals 1 damage to any target.,"""What am I looking at? Ashes, dead man.""",1
298,Pyroclasm,129801.0,['R'],Pyroclasm deals 2 damage to each creature.,"""When the air burns, only death breathes deep.""
—Bogardan mage",
299,Rage Weaver,130997.0,['R'],{2}: Target black or green creature gains haste until end of turn. (It can attack and {T} this turn.),"""Let my passion spur your victory.""",2
301,Raging Goblin,129688.0,['R'],Haste (This creature can attack and {T} as soon as it comes under your control.),"He raged at the world, at his family, at his life. But mostly he just raged.",1
303,Relentless Assault,129697.0,['R'],"Untap all creatures that attacked this turn. After this main phase, there is an additional combat phase followed by an additional main phase.","""Mercy? Mercy is for the playground, not the battleground.""",
304,Rock Badger,129715.0,['R'],Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.),"""As it charged our keep, I mistook it for a bear. After it tore through our ramparts and half the guard, I wished it had been a bear after all.""
—Ballista guard",3
306,Scoria Wurm,130374.0,['R'],"At the beginning of your upkeep, flip a coin. If you lose the flip, return Scoria Wurm to its owner's hand.","Late at night, ululations echo from deep under Shiv, as the wurms sing of times older than humanity.",7
307,Seismic Assault,129884.0,['R'],Discard a land card: Seismic Assault deals 2 damage to any target.,Earth arms itself with fire.,
308,Shatterstorm,130370.0,['R'],Destroy all artifacts. They can't be regenerated.,From a marvel of magical mechanization to a smoking stack of scrap in one easy step.,
