,name,multiverse_id,colors,color_identity,supertypes,text,flavor,number,power,toughness,loyalty
215,Mass of Ghouls,135218.0,['B'],['B'],,,"""An army has filled the valley, but it's not like any army I've ever seen. There are no tents, no fires, no horses . . . just a sea of bodies, writhing and moaning, as if a pestilent village were sent to invade us.""
—Onean scout",156,5,3,
216,Megrim,129640.0,['B'],['B'],,"Whenever an opponent discards a card, Megrim deals 2 damage to that player.","""Pain is both a tool and a craft. Like any tool, it must be sharpened. Like any craft, it must be practiced.""
—Hooks, Cabal torturer",157,,,
217,Midnight Ritual,135272.0,['B'],['B'],,"Exile X target creature cards from your graveyard. For each creature card exiled this way, create a 2/2 black Zombie creature token.","Bury old friends deeply, lest they return bearing worms.",158,,,
218,Mind Rot,129645.0,['B'],['B'],,Target player discards two cards.,"""The beauty of mental attacks is that your victims never remember them.""
—Volrath",159,,,
219,Mortal Combat,135259.0,['B'],['B'],,"At the beginning of your upkeep, if twenty or more creature cards are in your graveyard, you win the game.","The crowd roared, the fighters bled, and the dead piled high in the pits. Only the Cabal could win.",160,,,
221,Mortivore,,['B'],['B'],,"Mortivore's power and toughness are each equal to the number of creature cards in all graveyards.
{B}: Regenerate Mortivore.",The light sigh of its breath whistles through its bones.,161★,*,*,
222,Nantuko Husk,129653.0,['B'],['B'],,Sacrifice a creature: Nantuko Husk gets +2/+2 until end of turn.,"The soul sheds light, and death is its shadow. When the light dims, life and death embrace.
—Nantuko teaching",162,2,2,
224,Nekrataal,,['B'],['B'],,"First strike
When Nekrataal enters the battlefield, destroy target nonartifact, nonblack creature. That creature can't be regenerated.",His victims don't have time to feel despair.,163★,2,1,
225,Nightmare,129659.0,['B'],['B'],,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Nightmare's power and toughness are each equal to the number of Swamps you control.",The thunder of its hooves beats dreams into despair.,164,*,*,
227,No Rest for the Wicked,136283.0,['B'],['B'],,Sacrifice No Rest for the Wicked: Return to your hand all creature cards in your graveyard that were put there from the battlefield this turn.,"""The soul? Here, we have no use for such frivolities.""
—Sitrik, birth priest",165,,,
229,Phyrexian Rager,135189.0,['B'],['B'],,"When Phyrexian Rager enters the battlefield, you draw a card and you lose 1 life.","It takes no prisoners, but it keeps the choicest bits for Phyrexia.",167,2,2,
230,Plague Beetle,129678.0,['B'],['B'],,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),No one knows whether they were named for the disease they carry or for the speed at which they multiply.,168,1,1,
233,Rain of Tears,135220.0,['B'],['B'],,Destroy target land.,"""When mortals die, they have family, friends, compatriots to mourn them. When the land dies, all else dies with it, and there is no one left to weep.""
—Jacinth, Skyshroud ranger",170,,,
234,Ravenous Rats,129692.0,['B'],['B'],,"When Ravenous Rats enters the battlefield, target opponent discards a card.",Nothing is sacred to rats. Everything is simply another meal.,171,1,1,
235,Recover,135188.0,['B'],['B'],,"Return target creature card from your graveyard to your hand.
Draw a card.","As Barrin exhumed his daughter's body, he finally realized the full price of his faith in Urza.",172,,,
237,Royal Assassin,129708.0,['B'],['B'],,{T}: Destroy target tapped creature.,"Trained in the arts of stealth, royal assassins choose their victims carefully, relying on timing and precision rather than brute force.",174,1,1,
238,Scathe Zombies,129718.0,['B'],['B'],,,"""They groaned, they stirred, they all uprose, Nor spake, nor moved their eyes; It had been strange, even in a dream, To have seen those dead men rise.""
—Samuel Taylor Coleridge, ""The Rime of the Ancient Mariner""",175,2,2,
239,Sengir Vampire,129724.0,['B'],['B'],,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.","Empires rise and fall, but evil is eternal.",176,4,4,
241,Severed Legion,129693.0,['B'],['B'],,Fear (This creature can't be blocked except by artifact creatures and/or black creatures.),No one in Aphetto answers a knock at the door after sundown.,177,2,2,
244,Soul Feast,129739.0,['B'],['B'],,Target player loses 4 life and you gain 4 life.,"""I smell the tang of a mortal's fresh blood. I hear it sliding wetly beneath its skin. My hunger cannot refuse the invitation.""
—Yuri, Sengir vampire",179,,,
245,Spineless Thug,129743.0,['B'],['B'],,Spineless Thug can't block.,"What it lacks in backbone, it makes up for in cruelty.",180,2,2,
246,Stronghold Discipline,135197.0,['B'],['B'],,Each player loses 1 life for each creature they control.,"In Urborg, the instigators of each new rebellion are soaked in the blood of the last.",181,,,
248,Thrull Surgeon,136282.0,['B'],['B'],,"{1}{B}, Sacrifice Thrull Surgeon: Look at target player's hand and choose a card from it. That player discards that card. Activate only as a sorcery.","""Just take a little off the top.""",183,1,1,
249,Underworld Dreams,129779.0,['B'],['B'],,"Whenever an opponent draws a card, Underworld Dreams deals 1 damage to that player.","""In the drowsy dark cave of the mind, dreams build their nest with fragments dropped from day's caravan.""
—Rabindranath Tagore",184,,,
250,Unholy Strength,129780.0,['B'],['B'],,"Enchant creature
Enchanted creature gets +2/+1.",Such power grows the body as it shrinks the soul.,185,,,
254,Anaba Bodyguard,134753.0,['R'],['R'],,First strike (This creature deals combat damage before creatures without first strike.),"""They who challenge a minotaur enjoy the taste of their own blood.""
—Mirri of the *Weatherlight*",187,2,3,
257,Arcane Teachings,,['R'],['R'],,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Enchanted creature gets +2/+2 and has ""{T}: This creature deals 1 damage to any target.""",Not all knowledge is learned from parchment.,188★,,,
258,Beacon of Destruction,135262.0,['R'],['R'],,Beacon of Destruction deals 5 damage to any target. Shuffle Beacon of Destruction into its owner's library.,"The Great Furnace's blessing is a spectacular sight, but the best view comes at a high cost.",189,,,
260,Bloodfire Colossus,129709.0,['R'],['R'],,"{R}, Sacrifice Bloodfire Colossus: It deals 6 damage to each creature and each player.",It took all its strength to contain the fire within.,191,6,6,
261,Bloodrock Cyclops,130384.0,['R'],['R'],,Bloodrock Cyclops attacks each combat if able.,"""There are only fifty words in the cyclops language, and ten of them mean 'kill.'""
—Ertai",192,3,3,
262,Bogardan Firefiend,130534.0,['R'],['R'],,"When Bogardan Firefiend dies, it deals 2 damage to target creature.","""The next one who tells me to relax and curl up by a fire is dead.""
—Mirri of the *Weatherlight*",193,2,1,
264,Cryoclasm,129909.0,['R'],['R'],,Destroy target Plains or Island. Cryoclasm deals 3 damage to that land's controller.,The people of Terisiare had come to live on frozen fields as though on solid ground. Nothing reminded them of the difference more clearly than the rifts brought on by the Thaw.,195,,,
265,Demolish,129522.0,['R'],['R'],,Destroy target artifact or land.,"""Pound the steel until it fits. Doesn't work? Bash to bits.""
—Dwarven forging song",196,,,
266,Dragon Roost,143024.0,['R'],['R'],,{5}{R}{R}: Create a 5/5 red Dragon creature token with flying. (It can't be blocked except by creatures with flying or reach.),Dragons erupt from peaks of chaos and flow from rivers of molten rage.,197,,,
268,Duct Crawler,129579.0,['R'],['R'],,{1}{R}: Target creature can't block Duct Crawler this turn.,"""Boss told us to try and train 'em. Trained it to attack—it ate Flugg. Trained it to run fast—it got away. Success!""
—Dlig, goblin spelunker",198,1,1,
269,Earth Elemental,129554.0,['R'],['R'],,,"Earth elementals have the eternal strength of stone and the endurance of mountains. Primordially connected to the land they inhabit, they take a long-term view of things, scorning the impetuous haste of short-lived mortal creatures.",199,4,5,
271,Firebreathing,,['R'],['R'],,"Enchant creature
{R}: Enchanted creature gets +1/+0 until end of turn.","""Cradle your rage close to your heart and nurture your grudge with hatred that you may unleash upon your foes a dragon's fury.""
—Tomor, dragonspeaker shaman",200★,,,
272,Fists of the Anvil,130379.0,['R'],['R'],,Target creature gets +4/+0 until end of turn.,"Gron's mind reeled with possibilities, most of which are best left unmentioned.",201,,,
273,Flamewave Invoker,130378.0,['R'],['R'],,{7}{R}: Flamewave Invoker deals 5 damage to target player or planeswalker.,Inside even the humblest goblin lurks the potential for far greater things—and far worse.,202,2,2,
274,Flowstone Slide,130542.0,['R'],['R'],,All creatures get +X/-X until end of turn.,"""Like an avalanche. With teeth. That will chase you. Uphill.""
—Flint Foot, viashino runner",203,,,
275,Furnace of Rath,129566.0,['R'],['R'],,"If a source would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",The furnace awaits the next master who would stoke the fires of apocalypse.,204,,,
276,Furnace Whelp,130386.0,['R'],['R'],,"Flying
{R}: Furnace Whelp gets +1/+0 until end of turn.","Baby dragons can't figure out humans—if they didn't want to be killed, why were they made of meat and treasure?",205,2,2,
278,Goblin Elite Infantry,130380.0,['R'],['R'],,"Whenever Goblin Elite Infantry blocks or becomes blocked, it gets -1/-1 until end of turn.",They talk a good fight.,206,2,2,
279,Goblin King,129578.0,['R'],['R'],,Other Goblins get +1/+1 and have mountainwalk.,"To be king, Numsgil did in Blog, who did in Unkful, who did in Viddle, who did in Loll, who did in Alrok. . . .",207,2,2,
281,Goblin Lore,135221.0,['R'],['R'],,"Draw four cards, then discard three cards at random.","""Now listen closely, my young gob. There are many ways to eat pimple bugs, but I say the best way is all smashed together between two slug chips.""",208,,,
282,Goblin Piker,129580.0,['R'],['R'],,,"Once he'd worked out which end of the thing was sharp, he was promoted to guard duty.",209,2,1,
283,Goblin Sky Raider,129582.0,['R'],['R'],,Flying (This creature can't be blocked except by creatures with flying or reach.),"The goblin word for ""flying"" is more accurately translated as ""falling slowly.""",210,1,2,
286,Hill Giant,129591.0,['R'],['R'],,,"Fortunately, hill giants have large blind spots in which a human can easily hide. Unfortunately, these blind spots are beneath the bottoms of their feet.",212,3,3,
287,Incinerate,134751.0,['R'],['R'],,Incinerate deals 3 damage to any target. A creature dealt damage this way can't be regenerated this turn.,"""Yes, I think 'toast' is an appropriate description.""
—Jaya Ballard, task mage",213,,,
288,"Kamahl, Pit Fighter",106398.0,['R'],['R'],['Legendary'],"Haste (This creature can attack and {T} as soon as it comes under your control.)
{T}: Kamahl, Pit Fighter deals 3 damage to any target.","In times when freedom seems lost, great souls arise to reclaim it.",214,6,1,
290,Lava Axe,129620.0,['R'],['R'],,Lava Axe deals 5 damage to target player or planeswalker.,"""Catch!""",215,,,
